air_intercept_eff;空军拦截效率;;;;;;;;;;;;x;x
carrier_protection_eff;航母护卫效率;;;;;;;;;;;;x;x
paradrop_mission_eff;空投效率;;;;;;;;;;;;x;x
port_strike_eff;港口袭击效率;;;;;;;;;;;;x;x
naval_strike_eff;海军突袭效率;;;;;;;;;;;;x;x
rebase_to_carrier_eff;航母转场效率;;;;;;;;;;;;x;x
nuke_mission_eff;核武器效率;;;;;;;;;;;;x;x
transport_supplies_mission_eff;补给运输效率;;;;;;;;;;;;x;x
rebase_air_eff;空军转场效率;;;;;;;;;;;;x;x
air_reserve_eff;空军后备效率;;;;;;;;;;;;x;x
air_superiority_eff;空优效率;;;;;;;;;;;;x;x
join_fleet_eff;舰队配合效率;;;;;;;;;;;;x;x
join_air_eff;空军配合效率;;;;;;;;;;;;x;x
LEDGER_EXPERIENCE2;经验;;;;;;;;;;;;x;x
MAJORDECISIONOTHER_SETUP;当他国执行了一个重大决议。;;;;;;;;;;;;x;x
MAJORDECISIONOTHER_HEADER;$minister_of_foreign$报告;;;;;;;;;;;;x;x
MAJORDECISIONOTHER_1;$COUNTRY$;;;;;;;;;;;;x;x
MAJORDECISIONOTHER_2;发生了;;;;;;;;;;;;x;x
MAJORDECISIONOTHER_3;$EVENT$！;;;;;;;;;;;;x;x
MAJORDECISIONOTHER_4;$DESC$;;;;;;;;;;;;x;x
MAJORDECISIONOTHER_5;*;*;*;*;*;*;*;;;;;;x;x
MAJORDECISIONOTHER_6;*;*;*;*;*;*;*;;;;;;x;x
MAJORDECISIONOTHER_LOG;$COUNTRY$的决议：$EVENT$。;;;;;;;;;;;;x;x
MAJORDECISIONOTHER_BTN1;好的;;;;;;;;;;;;x;x
MAJORDECISIONOTHER_BTN2;好的;;;;;;;;;;;;x;x
MAJORDECISIONOTHER_BTN3;*;*;*;*;*;*;*;;;;;;x;x
MAJORDECISIONOTHER_MAP;*;*;*;*;*;*;*;;;;;;x;x
HAVE_LESS_LEADERSHIP_THAN;拥有领导力少于;;;;;;;;;;;;x;x
HAVE_MORE_LEADERSHIP_THAN;拥有至少$VAL$领导力。\n;;;;;;;;;;;;x;x
PROV_LEADERSHIP;$DIRECTION$ $VALUE$ 领导力于 $WHERE$。\n;;;;;;;;;;;;x;x
MODIFIER_AIR_BUILD_SPEED;空军建设时间;;;;;;;;;;;;x;x
MODIFIER_LAND_BUILD_SPEED;陆军建设时间;;;;;;;;;;;;x;x
MODIFIER_ROCKET_BUILD_SPEED;火箭建设时间;;;;;;;;;;;;x;x
MODIFIER_TANK_BUILD_SPEED;装甲建设时间;;;;;;;;;;;;x;x
MODIFIER_NAVAL_BUILD_SPEED;海军建设时间;;;;;;;;;;;;x;x
MODIFIER_FUEL_CONVERSION;燃料转化;;;;;;;;;;;;x;x
MODIFIER_TRICKLEBACK;伤亡恢复;;;;;;;;;;;;x;x
MODIFIER_SOFT_ATTACK;非装甲进攻;;;;;;;;;;;;x;x
MODIFIER_HARD_ATTACK;装甲攻击;;;;;;;;;;;;x;x
MODIFIER_NUKE_RESEARCH;核能研究速度;;;;;;;;;;;;x;x
MODIFIER_AMM_MOVEMENT_SPEED;机动单位移动速度;;;;;;;;;;;;x;x
MODIFIER_WINTER_EFFECTS;寒冬效果;;;;;;;;;;;;x;x
MODIFIER_JUNGLE_EFFECTS;丛林效果;;;;;;;;;;;;x;x
MODIFIER_LEADER_DEFENCE;将领防御;;;;;;;;;;;;x;x
MODIFIER_SW_NATIONAL_UNITY_EFFECT;战略作战惩罚;;;;;;;;;;;;x;x
RESOURCE_BONUS_ALIGNMENT_TT;如果靠近一个阵营他们将向阵营领袖提供$RESOURCES$。;;;;;;;;;;;;x;x
CAN_GIVE_STRAT_BONUS;足够接近以向$WHO$提供$RESOURCES$。;;;;;;;;;;;;x;x
CAN_GIVE_STRAT_BONUS_BUT_NONE;足够接近以向$WHO$提供战略资源，但他们没有……;;;;;;;;;;;;x;x
EFF_NO_MORE_RES;将不再拥有战略资源。\n;;;;;;;;;;;;x;x
EFF_STRAT_RES;将拥有$WHICH$。\n;;;;;;;;;;;;x;x
HAS_NO_STRATEGIC_RESOURCE;没有战略资源。\n;;;;;;;;;;;;x;x
HAS_STRATEGIC_RESOURCE;拥有战略资源。\n;;;;;;;;;;;;x;x
DOES_HAVE_STRATRES;拥有$NAME$。\n;;;;;;;;;;;;x;x
DOES_NOT_HAVE_STRATRES;没有$NAME$。\n;;;;;;;;;;;;x;x
PW_STRAT_RESOURCES;战略资源;;;;;;;;;;;;x;x
STRAT_DET_RES_TT;$NAME$\n$EFFECT$\n$FROM$;;;;;;;;;;;;x;x
aluminium;铝;;;;;;;;;;;;x;x
rubber;橡胶;;;;;;;;;;;;x;x
heavy_water;重水;;;;;;;;;;;;x;x
uranium;铀;;;;;;;;;;;;x;x
tungsten;钨;;;;;;;;;;;;x;x
fur;毛皮;;;;;;;;;;;;x;x
black_soil;黑土地;;;;;;;;;;;;x;x
cinchona;金鸡纳;;;;;;;;;;;;x;x
helium;氦;;;;;;;;;;;;x;x
gold;黄金;;;;;;;;;;;;x;x
horses;马匹;;;;;;;;;;;;x;x
antibiotics;抗生素;;;;;;;;;;;;x;x
ballbearings;球形轴承;;;;;;;;;;;;x;x
prefab_ship_facilities;预制船舶设备;;;;;;;;;;;;x;x
dockyard_facilities;造船设备;;;;;;;;;;;;x;x
oil_refinery;石油精炼厂;;;;;;;;;;;;x;x
automotive_industry;汽车工业;;;;;;;;;;;;x;x
UNITBASEPROVINCE_INFO;此处有$AMOUNT$单位在这里，该基地每天可以有效地修理$DAILY$单位。;;;;;;;;;;;;x;x
UW_BASE_AIR_SUPPLY_INFO;$NAME$当前正以$VAL$%的效率修理飞机。它每天可以处理$DAILY$个空军联队，这里停驻了$PLANES$个。;;;;;;;;;;;;x;x
UW_BASE_NAVAL_SUPPLY_INFO;$NAME$当前正以$VAL$%的效率修理舰船。它每天可以处理$DAILY$艘舰船，这里停驻了$SHIPS$艘。;;;;;;;;;;;;x;x
NO_CURR_EFFECTS_ON_NU;当前国家凝聚力没有受到任何影响。;;;;;;;;;;;;x;x
EFFECT_SIZE_MOD_NU;规模的变化受到了以下因素的修正：;;;;;;;;;;;;x;x
UW_SUPPLY_STATUS2;每天消耗$CON$补给而前一天获得了$VAL$%补给。$FROM$还储备有$DAYS$天的补给。;;;;;;;;;;;;x;x
UW_SUPPLY_FUEL2;每天消耗$CON$燃料而前一天获得了$VAL$%燃料。$FROM$还储备有$DAYS$天的燃料。;;;;;;;;;;;;x;x
REMOVE_BRIGADE;移除旅：$NAME$\n;;;;;;;;;;;;x;x
BRIGADE_IN_COMBAT;处于战斗中的旅：$NAME$;;;;;;;;;;;;x;x
BRIGADE_NOT_IN_COMBAT;未处于战斗中的旅：$NAME$;;;;;;;;;;;;x;x
SCENARIO_DESERTFOX;沙漠之狐;;;;;;;;;;;;x;x
SCENARIO_DESERTFOX_DESC;西方沙漠战役是一连串的争斗。英国在埃及对意大利的侵略进行了反击并将其逐入利比亚，甚至俘获了大量的意大利战俘。意\n大利不得不依靠埃尔温·隆美尔将军领导下德国部队的介入才避免了全面的崩溃。轴心国部队将针对盟军发动了多次大规模突\n袭，每一次都迫使盟军部队向埃及后退，但盟军也多次发动反击并夺回失地。在第二次同时也是最终的轴心国攻势中，盟军被\n彻底驱入埃及。然而盟军在阿拉曼重获胜利并设法将轴心国彻底驱出了利比亚。\n该剧本的结束时间为1943年1月1日;;;;;;;;;;;x;x
SCENARIO_bulge;突出部战役;;;;;;;;;;;;x;x
SCENARIO_bulge_DESC;突出部战役，同时被称为阿登战役，是二战中德国最后一次大规模攻势。目标是推进到海岸，包围并消灭比利时的盟军部队，\n德国希望能借此迫使盟军寻求和平从而将力量集中到东线。发动于1944年12月16日的攻击达成了几乎完全的奇袭，恶劣的天气\n阻止了盟军利用他们巨大的空军优势。然而，尽管初战告捷，猛烈的抵抗延缓了进攻从而使盟军得以进行反击，同时转好的天\n气允许他们借助其空军的完整力量。进攻的失败使德国失去了用于防卫西部边境的部队，盟军也继续向德国境内迅速推进。\n该剧本的结束时间为1945年4月1日;;;;;;;;;;;;x;x
SCENARIO_south;南进攻势;;;;;;;;;;;;x;x
SCENARIO_south_DESC;盟国及美国希望通过对双方禁运军事物资来迫使日本与中国之间的战争停止。相应的，1941年12月7日，日本天皇向盟国与当\n时中立的美国同时宣战。日本的主要目标是获取南方资源地区如马来半岛及荷属东印度群岛的廉价物资。\n该剧本的结束时间为1942年8月6日;;;;;;;;;;;;x;x
SCENARIO_blue;蓝色行动;;;;;;;;;;;;x;x
SCENARIO_blue_DESC;蓝色行动是德国于1942年夏季在俄罗斯南部发起进攻的行动代号。开始于6月28日的进攻最初获得了可喜的胜利，但当第六军\n团在斯大林格勒被击溃后就停止了。这样一来整个A集团军都面临在苏军反击中被切断退路并歼灭的巨大危险。\n该剧本的结束时间为1942年12月31日;;;;;;;;;;;;x;x
SCENARIO_UNTHINKABLE;不可思议计划;;;;;;;;;;;;x;x
SCENARIO_UNTHINKABLE_DESC;英国最初是为了帮助波兰而卷入战争，但二战结束之后，波兰却被苏联军队占领并由共产主义傀儡政府所控制。不可思议计划\n是温斯顿·丘吉尔提出的，他建议西方盟国进攻苏联并保证自由波兰的安全。\n该剧本的结束时间为1948年1月1日;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_SETUP;当我们的一个地下抵抗基地被摧毁;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_HEADER;$minister_of_intelligence$报告;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_1;我们的地下抵抗基地;;Unsere Untergrund-Widerstandsbasis in;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_1;我们在$COUNTRY$$PROV$;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_2;的地下抵抗基地;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_4;*;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_5;*;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_6;*;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_LOG;我们在$PROV$的地下抵抗基地被摧毁;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_BTN1;好的;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_BTN2;好的;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_BTN3;查看;;;;;;;;;;;;x;x
OURUNDERGROUNDREMOVED_MAP;地下抵抗基地被摧毁！;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_SETUP;当我们摧毁一个地下抵抗基地;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_HEADER;$minister_of_intelligence$报告;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_1;一个位于下列省份的地下抵抗基地;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_2;$PROV$;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_3;已被发现并摧毁;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_4;*;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_5;*;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_6;*;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_LOG;我们摧毁了位于$PROV$的地下抵抗基地;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_BTN1;好的;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_BTN2;好的;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_BTN3;查看;;;;;;;;;;;;x;x
UNDERGROUNDREMOVED_MAP;地下抵抗基地被摧毁！;;;;;;;;;;;;x;x
WE_NOT_GOVERNMENT_IN_EXILE;我们不是流亡政府;;;;;;;;;;;;x;x
UNDERGROUNDS_NOT_PREPARED;我们总共$TOTAL$个地下抵抗单位中当前没有一个做好了起义准备。;;;;;;;;;;;;x;x
UNDERGROUNDS_READY_TO_RISE;我们总共$TOTAL$个地下抵抗单位中当前有$VAL$个做好了起义准备。;;;;;;;;;;;;x;x
FULL_RISING;有组织的叛乱！;;;;;;;;;;;;x;x
UNDERGROUND_NOT_STRONG_ENOUGH;力量不足。至少需要$LIMIT$而当前只有$CURRENT$;;;;;;;;;;;;x;x
UNDERGROUND_STATUS;地下兵力：$CURRENT$/$MAX$;;;;;;;;;;;;x;x
MOBILIZE_PARTISANS;动员附近的游击队员;;;;;;;;;;;;x;x
MOBILIZE_UNDERGROUND;在附近组织地下抵抗基地;;;;;;;;;;;;x;x
DFEVTNAME1;增援到达;;;;;;;;;;;;x;x
DFEVTDESC1;一支增援部队到达了塔拉布鲁斯;;;;;;;;;;;;x;x
DFEVTOPTA1;好！;;;;;;;;;;;;x;x
DFEVTNAME11;非洲军团到达;;;;;;;;;;;;x;x
DFEVTDESC11;德国向我们派出了埃尔温·隆美尔将军指挥的“非洲军团”。你知道我们并不是特别需要他们的帮助，但既然他们已经来了那还是需要好好利用。又一个师到达了塔拉布鲁斯。;;;;;;;;;;;;x;x
DFEVTNAME22;单位召回;;;;;;;;;;;;x;x
DFEVTDESC22;最高指挥部命令这些单位前往其他战区作战。;;;;;;;;;;;;x;x
DFEVTOPTA22;但我这儿的事还没做完啊！;;;;;;;;;;;;x;x
DFEVTNAME24;火炬行动;;;;;;;;;;;;x;x
DFEVTDESC24;部队已经通过海路到达了维希的北非领土;;;;;;;;;;;;x;x
DFEVTDESC26;火炬行动是英美侵入维希法国北非领土的作战，其目标是清除北非的轴心部队从而为第二年侵入南欧做好准备。;;;;;;;;;;;;x;x
DFEVTNAME27;简短行动;;;;;;;;;;;;x;x
DFEVTDESC27;简短行动由韦弗尔将军提出，是对意大利——德国防线的有限攻势，最终目标是尽量解除托布鲁克的围城。;;;;;;;;;;;;x;x
DFEVTNAME31;丢失托布鲁克;;;;;;;;;;;;x;x
DFEVTDESC31;托布鲁克已经被意大利人夺回。由于这个重要的港口再次被他们控制，他们的补给将得到极大的改善从而有利于进入埃及。;;;;;;;;;;;;x;x
DFEVTOPTA31;我们必须夺回它！;;;;;;;;;;;;x;x
DFEVTNAME34;增援到达;;;;;;;;;;;;x;x
DFEVTDESC34;一支增援部队到达了亚历山大;;;;;;;;;;;;x;x
DFEVTOPTA34;好！;;;;;;;;;;;;x;x
DFEVTNAME37;托布鲁克被围！;;;;;;;;;;;;x;x
DFEVTDESC37;轴心国部队在托布鲁克击败并包围了我们。额外的部队将会到来以拯救我们的人。;;;;;;;;;;;;x;x
DFEVTDESC44;更多的部队在北非登陆。;;;;;;;;;;;;x;x
DFEVTNAME70;入侵克里特;;;;;;;;;;;;x;x
DFEVTDESC70;情报部门指出德国即将发动对克里特岛的入侵。小规模的守备队不大可能坚持得住。最高指挥部命令沙漠战役中能省出的所有部队前往增援克里特。;;;;;;;;;;;;x;x
DFEVTOPTA70;我们只能省出一点点部队;;;;;;;;;;;;x;x
DFEVTOPTB70;他们想要多少我们就派出多少！;;;;;;;;;;;;x;x
DFEVTOPTC70;当前我们无法派出增援;;;;;;;;;;;;x;x
DFEVTNAME71;入侵克里特——德国胜利;;;;;;;;;;;;x;x
DFEVTDESC71;德国通过一场宏大的空降突袭成功侵入了克里特岛。通过控制这个重要的岛屿，他们可以进一步侵入塞浦路斯乃至埃及。;;;;;;;;;;;;x;x
DFEVTNAME72;入侵克里特——盟军胜利;;;;;;;;;;;;x;x
DFEVTDESC72;德国并未取得空降突袭克里特岛的成功。他们伤亡惨重的败北意味着克里特岛依然是东地中海一个优秀的海空军基地。;;;;;;;;;;;;x;x
DFEVTNAME84;叙利亚;;;;;;;;;;;;x;x
DFEVTDESC84;我们的空军侦察到德国和意大利飞机降落到了叙利亚的机场。很明显维希法国允许轴心国部队进入这个地区，从而威胁到我们在伊拉克的防线。这必须被阻止。;;;;;;;;;;;;x;x
DFEVTOPTA84;这意味着战争;;;;;;;;;;;;x;x
DFEVTOPTB84;我们现在很忙;;;;;;;;;;;;x;x
DFEVTNAME86;补给叙利亚;;;;;;;;;;;;x;x
DFEVTOPTA86;给他们;;;;;;;;;;;;x;x
DFEVTOPTB86;他们得靠自己;;;;;;;;;;;;x;x
DFEVTNAME87;后勤;;;;;;;;;;;;x;x
DFEVTDESC87;一部分燃料和补给已经到达。;;;;;;;;;;;;x;x
FBEVTNAME1;增援到达;;;;;;;;;;;;x;x
FBEVTDESC1;同志，红军最高指挥部指派了第1、第4和第5坦克集团军来到你的防线。用它们碾碎纳粹侵略者！;;;;;;;;;;;;x;x
FBEVTOPTA1;好！;;;;;;;;;;;;x;x
FBEVTDESC2;同志，红军最高指挥部已经让外卡弗加方面军加入你的麾下。不惜一切代价保卫祖国！;;;;;;;;;;;;x;x
FBEVTDESC3;同志，由于你的防线崩溃，红军最高指挥部已经指派后备师前来增援。好好使用他们。;;;;;;;;;;;;x;x
FBEVTDESC4;同志，红军最高指挥部已经指派后备空军联队前来增援。将法西斯侵略者赶回去！;;;;;;;;;;;;x;x
FBEVTDESC5;将军先生，陆军高级司令部已经指派后备部队前来增援。元首期待你尽快占领高加索地区的油田。;;;;;;;;;;;;x;x
FBEVTOPTA5;好！;;;;;;;;;;;;x;x
OUEVTNAME1;盟军在南方胜利;;;;;;;;;;;;x;x
OUEVTDESC1;我们在南欧的部队已经彻底击败了对立的苏联部队。这意味着我们可以向北方战线派出增援部队。;;;;;;;;;;;;x;x
OUEVTOPTA1;进展顺利！;;;;;;;;;;;;x;x
OUEVTNAME2;苏联在南方胜利;;;;;;;;;;;;x;x
OUEVTDESC2;同志！我们在南欧的部队已经彻底击败了资本主义叛徒的部队。这意味着我们光荣的红军可以获得更多的增援来碾碎西方帝国主义者！;;;;;;;;;;;;x;x
OUEVTOPTA2;数量和质量都有保证;;;;;;;;;;;;x;x
OUEVTNAME4;日本加入共产国际;;;;;;;;;;;;x;x
OUEVTDESC4;苏联与日本帝国签署了盟约。虽然他们绝非朋友，但他们不得不联合起来对抗他们共同的敌人：同盟国势力。;;;;;;;;;;;;x;x
OUEVTNAME5;日本向盟国投降;;;;;;;;;;;;x;x
OUEVTDESC5;由于本土被侵入，同时原子弹也摧毁了他们不少城市，日本帝国不得不向盟国投降。太平洋地区的部队将很快航运到欧洲以对抗红色威胁。;;;;;;;;;;;;x;x
OUEVTNAME11;允许使用核武器;;;;;;;;;;;;x;x
OUEVTDESC11;在对日本进行成功的核攻击后，杜鲁门总统允许使用这种新式武器来对抗苏联。;;;;;;;;;;;;x;x
OUEVTOPTA11;我希望没人发明它们;;;;;;;;;;;;x;x
ENDGAMEHEADER_Battle_of_the_Bulge_GER_WIN;胜利！;;;;;;;;;;;;x;x
ENDGAMEHEADER_Battle_of_the_Bulge_GER_LOSS;失败！;;;;;;;;;;;;x;x
ENDGAMEHEADER_Battle_of_the_Bulge_USA_WIN;胜利！;;;;;;;;;;;;x;x
ENDGAMEHEADER_Battle_of_the_Bulge_USA_LOSS;失败！;;;;;;;;;;;;x;x
ENDGAMEBODY_Battle_of_the_Bulge_GER_WIN;我们在这里的胜利使盟军相信在欧洲大陆的战斗只会牺牲更多的生命，只有和平谈判才是唯一的解决方案。这样我们的部队可以解放出来以集中精力对付俄国人，我们无疑将很快击溃他们的军队并把他们赶到乌拉尔山东边。;;;;;;;;;;;;x;x
ENDGAMEBODY_Battle_of_the_Bulge_GER_LOSS;我们在这里的失败决定了德国的命运。我们的损失无法补充，我们再也没有足够的部队防御西部边境了。没有增援的情况下，我们在东线的部队也无法阻止苏联人的持续进攻。失败是必然的，剩下的问题仅仅是哪一方的敌人首先到达柏林。;;;;;;;;;;;;x;x
ENDGAMEBODY_Battle_of_the_Bulge_USA_WIN;随着德国的进攻完全停止，他们已经对反击敞开了大门。他们的增援已经消耗殆尽，他们的空军已经被摧毁，他们的士气已经崩溃。我们的部队已经准备好进入德国，同时在东方苏联人也在以固定的步调进行进攻。;;;;;;;;;;;;x;x
ENDGAMEBODY_Battle_of_the_Bulge_USA_LOSS;我们在这里的失败使盟军相信在欧洲大陆的战斗只会牺牲更多的生命，只有和平谈判才是唯一的解决方案。我们只能期望苏联能享受一场更伟大的胜利。;;;;;;;;;;;;x;x
ENDGAMEBUTTON_Battle_of_the_Bulge_GER_WIN;进展顺利！;;;;;;;;;;;;x;x
ENDGAMEBUTTON_Battle_of_the_Bulge_GER_LOSS;稍微挫折;;;;;;;;;;;;x;x
ENDGAMEBUTTON_Battle_of_the_Bulge_USA_WIN;进展顺利！;;;;;;;;;;;;x;x
ENDGAMEBUTTON_Battle_of_the_Bulge_USA_LOSS;稍微挫折;;;;;;;;;;;;x;x
ENDGAMEHEADER_desert_fox_ENG_WIN;胜利！;;;;;;;;;;;;x
ENDGAMEHEADER_desert_fox_ENG_LOSS;失败！;;;;;;;;;;;;x
ENDGAMEHEADER_desert_fox_ITA_WIN;胜利！;;;;;;;;;;;;x
ENDGAMEHEADER_desert_fox_ITA_LOSS;失败！;;;;;;;;;;;;x
ENDGAMEBODY_desert_fox_ITA_WIN;随着我们的伟大胜利，意大利的地中海帝国再一次形成。埃及再一次纳入我们的控制，从而让我们可以夺回东非殖民地并且将英国人完全逐出中东。;;;;;;;;;;;;x
ENDGAMEBODY_desert_fox_ITA_LOSS;盟军最终控制了非洲而意大利已经敞开了防线。士气由于我们无休止的一连串可耻失败而降到了历史最低点。公众对战争的支持已经彻底衰退，关于政变与和平的讨论已经开始公开化。;;;;;;;;;;;;x
ENDGAMEBODY_desert_fox_ENG_WIN;随着将轴心国踢出非洲，我们的护航船队可以再一次通过地中海，避免不得不绕过非洲的遥远航程。我们的下一步是侵入西西里岛，意大利人在这里战败后士气低落，对本土的侵入也许可以迫使他们退出战争。;;;;;;;;;;;;x
ENDGAMEBODY_desert_fox_ENG_LOSS;由于失去了苏伊士运河，我们在地中海的命运已经黯淡了。轴心国的一连串胜利导致先前保持中立的国家越来越倾向于轴心国集团，当前我们已经听到了来自西班牙与土耳其的不安的声音。;;;;;;;;;;;;x
ENDGAMEBUTTON_desert_fox_ITA_WIN;重生的罗马！;;;;;;;;;;;;x
ENDGAMEBUTTON_desert_fox_ITA_LOSS;至少火车准点;;;;;;;;;;;;x
ENDGAMEBUTTON_desert_fox_ENG_WIN;攻击轴心国的软肋！;;;;;;;;;;;;x
ENDGAMEBUTTON_desert_fox_ENG_LOSS;尝试不动声色;;;;;;;;;;;;x
ENDGAMEBUTTON_Fall_Blau_ENG_LOSS;不动声色;;;;;;;;;;;;x;x
ENDGAMEHEADER_Fall_Blau_GER_WIN;胜利！;;;;;;;;;;;;x;x
ENDGAMEHEADER_Fall_Blau_GER_LOSS;失败！;;;;;;;;;;;;x;x
ENDGAMEHEADER_Fall_Blau_SOV_WIN;胜利！;;;;;;;;;;;;x;x
ENDGAMEHEADER_Fall_Blau_SOV_LOSS;失败！;;;;;;;;;;;;x;x
