##################################################;;;;;;;;;;;;;;x;;;;
# Abilities;;;;;;;;;;;;;;x;;;;
##################################################;;;;;;;;;;;;;;x;;;;
ATTACK_DELAY_FROM_TECH;发起进攻后的迟滞时间缩短;Temps entre les attaques r閐uit par;Verz鰃erung zw. Angriffen reduziert um;;Retraso entre ataques reducido con;;;;;;;;;x;;;;
AD_HOURS;小时;heures;Stunden;;horas;;;;;;;;;x;;;;
DIVISION_SIZE_FROM_TECH;旅级单位可配置的营;Brigades autoris閑s dans la division;Erlaubte Brigadenzahl in Division;;Brigadas permitidas en divisi髇;;;;;;;;;x;;;;
SUPPLY_TRANSFER_COST_TECH;补给运输损耗;Co鹴 du transfert du ravitaillement;Nachschub-Transferkosten;;Coste de transferencia de suministros;;;;;;;;;x;;;;
SUPPLY_THROUGHPUT_TECH;补给吞吐能力;Capacit?en ravitaillement;Nachschubdurchsatz;;Rendimiento de los suministros;;;;;;;;;x;;;;
REFINERY_EFFICIENCY_TECH;精炼效率;Efficacit?du raffinage;Raffinierungseffizienz;;Rendimiento del refinado;;;;;;;;;x;;;;
RADAR_EFFICIENCY_TECH;雷达效率;Efficacit?radar;Radareffizienz;;Eficacia de radares;;;;;;;;;x;;;;
RADIO_STRENGTH_TECH;雷达强度;Puissance radio;Funkst鋜ke;;Potencia de radiotransmisi髇;;;;;;;;;x;;;;
DECRYPTION_TECH;解码能力;Capacit?en d閏ryptage;Dekodierungsf鋒igkeit;;Capacidad de descifrado;;;;;;;;;x;;;;
ENCRYPTION_TECH;编码能力;Capacit?en cryptage;Kodierungsf鋒igkeit;;Capacidad de cifrado;;;;;;;;;x;;;;
INTEL_OP_US_TECH;谍报工作;Ops de renseignements;Spionageaktionen;;Operaciones de inteligencia;;;;;;;;;x;;;;
INTEL_OP_THEM_TECH;反谍工作;Ops de contre-renseignements;Gegenspionageaktionen;;Operaciones de contrainteligencia;;;;;;;;;x;;;;
CONVOY_COST_TECH;运输舰建造消耗;Co鹴 de construction du convoi;Konvoi-Baukosten;;Coste de construcci髇 de convoy;;;;;;;;;x;;;;
CONVOY_TIME_TECH;运输舰建造时间;Dur閑 de construction du convoi;Konvoi-Bauzeit;;Tiempo de construcci髇 de convoy;;;;;;;;;x;;;;
ESCORT_COST_TECH;护航舰建造消耗;Co鹴 de construction de l'escorte;Eskorte-Baukosten;;Coste de construcci髇 de escolta;;;;;;;;;x;;;;
ESCORT_TIME_TECH;护航舰建造时间;Dur閑 de construction de l'escorte;Eskorte-Bauzeit;;Tiempo de construcci髇 de escolta;;;;;;;;;x;;;;
UNIT_COOP_TECH;单位协作;Coop閞ation de l'unit?Einheitenkooperation;;Cooperaci髇 de unidades;;;;;;;;;x;;;;
COMBINED_ARMS_TECH;混合兵种加成;Bonus pour les armes combin閑s;Bonus f黵 Op. verb. Kr鋐te;;Bonificaci髇 por interarma;;;;;;;;;x;;;;
REINFORCE_CHANCE_TECH;战斗增援几率;Probabilit?d'arriv閑 de renforts en combat;Verst鋜kungswahrscheinlichkeit;;Probabilidad de refuerzos de combate;;;;;;;;;x;;;;
ATTACK_MOVEMENT_SPEED_TECH;攻击运动;Mouvement d'attaque;Angriffsgeschwindigkeit;;Movimiento de ataque;;;;;;;;;x;;;;
ENABLE_UNIT_TECH;允许生产：;Permettre la construction de;Bau erm鰃lichen von;;Permitir la construcci髇 de;;;;;;;;;x;;;;
ENABLE_BUILDING_TECH;允许建造：;Permettre la construction de;Bau erm鰃lichen von;;Permitir la construcci髇 de;;;;;;;;;x;;;;
TRANSPORT_CAPABILITY;运输能力;Capacit?de transport;Transportf鋒igkeit;;Capacidad de transporte;;;;;;;;;x;;;;
RANGE;航程;Rayon d'action;Reichweite;;Radio de acci髇;;;;;;;;;x;;;;
DISTANCE;射程;Distance;Entfernung;;Distancia;;;;;;;;;x;;;;
SURFACE_DETECTION;对海探测;D閠ection de surface;Oberfl鋍henortung;;Detec. superficie;;;;;;;;;x;;;;
AIR_DETECTION;对空探测;D閠ection a閞ienne;Luftortung;;Detec. a閞ea;;;;;;;;;x;;;;
SUB_DETECTION;对潜探测;D閠ection sous-marine;Unterwasserortung;;Detecci髇 sub.;;;;;;;;;x;;;;
VISIBILITY;可见度;Visibilit?Sichtbarkeit;;Visibilidad;;;;;;;;;x;;;;
SEA_DEFENCE;对海防御;D閒ense navale;Seeverteidigung;;Def. mar韙ima;;;;;;;;;x;;;;
CONVOY_ATTACK;护航攻击;Attaque du convoi;Konvoiangriff;;Ataque a convoy;;;;;;;;;x;;;;
SEA_ATTACK;对海攻击;Attaque navale;Seeangriff;;Ataque mar韙imo;;;;;;;;;x;;;;
SUB_ATTACK;对潜攻击;Attaque sous-marine;Unterwasserangriff;;Ataque sub.;;;;;;;;;x;;;;
SHORE_BOMBARDMENT;舰炮支援;Bombardement c魌ier;K黶tenbombardement;;Bombardeo costero;;;;;;;;;x;;;;
SURFACE_DEFENCE;水面防御;D閒ense en surface;Oberfl鋍henverteidigung;;Defensa superf.;;;;;;;;;x;;;;
STRATEGIC_ATTACK;战略攻击;Attaque strat間ique;Strategischer Angriff;;Ataque estrat.;;;;;;;;;x;;;;
RADIO_STRENGTH;无线电强度;Puissance radio;Funkst鋜ke;;Potencia de radiotransmisi髇;;;;;;;;;x;;;;
HULL;船体;Coque;Rumpf;;Casco;;;;;;;;;x;;;;
POSITIONING;兵力布置;Positionnement;Positionierung;;Despliegue;;;;;;;;;x;;;;
ALLOW_ESCORTS_TECH;允许建设运输舰以及护航舰;Permet la construction d'escortes pour les convois;Bau von Konvoi-Geleitschiffen erm鰃lichen;;Permite la construcci髇 de escoltas para convoyes;;;;;;;;;x;;;;
ESCORT_EFFICIENCY_TECH;护航效率;Efficacit?de l'escorte;Geleitschiff-Effizienz;;Rendimiento de la escolta;;;;;;;;;x;;;;
TARGET_CHOICE_TECH;目标选择;Choix de la cible;Zielwahl;;Selecci髇 de objetivo;;;;;;;;;x;;;;
TARGET_CHANCE_TECH;目标可能;Probabilit?d'atteinte de la cible;Zielwahl;;Probabilidad de objetivo;;;;;;;;;x;;;;
NAVAL_BASE_EFF_TECH;海军基地效率;Efficacit?de la base navale;Marinebasis-Effizienz;;Rendimiento de base naval;;;;;;;;;x;;;;
CASUALTY_TRICKLEBACK_TECH;伤亡恢复;蓈acuation des victimes;Verwundetenr點kkehr;;Goteo de vuelta de bajas;;;;;;;;;x;;;;
MAX_ATTRITION_TECH;损耗;Attrition;Verlustquote;;El desgaste;;;;;;;;;x;;;;
MANPOWER_GAIN_TECH;人力;Main d'渦vre;Mannst鋜ke;;Rec. hum.;;;;;;;;;x;;;;
IC_MOD_TECH;IC;CI;IK;;Aco Iro;;;;;;;;;x;;;;
IC_EFFICIENCY_TECH;IC效率;Efficacit?CI;IK-Effizienz;;Rendimiento de CI;;;;;;;;;x;;;;
ENERGY_TO_OIL_TECH;煤转油;蒼ergie en p閠role;Energie zu 謑;;Energ韆 en combustible;;;;;;;;;x;;;;
IC_TO_SUPPLIES_TECH;补给生产;Production de ravitaillement;Nachschubproduktion;;Producci髇 de suministros;;;;;;;;;x;;;;
PROV_AA_TECH;地区防空效率;Efficacit?DCA provinciale;Provinzielle Flak-Effizienz;;Eficacia de la AA provincial;;;;;;;;;x;;;;
COMBAT_EFF_TECH;战斗效率;Efficacit?au combat;Kampfeffizienz;;Eficacia en combate;;;;;;;;;x;;;;
RESEARC_EFF_TECH;科研效率;Efficacit?des recherches;Forschungseffizienz;;Rendimiento de la investigaci髇;;;;;;;;;x;;;;
METAL_PROD_TECH;钢铁生产;Production de m閠aux;Metallproduktion;;Producci髇 de metal;;;;;;;;;x;;;;
RARES_PROD_TECH;稀有金属生产;Production de mat閞iaux rares;Prod. seltener Materialien;;Producci髇 de materiales raros;;;;;;;;;x;;;;
ENERGY_PROD_TECH;能源生产;Production d'閚ergie;Energieproduktion;;Producci髇 de energ韆;;;;;;;;;x;;;;
LEADERSHIP_GAIN_TECH;领导力;Leadership;F黨rung;;Liderazgo;;;;;;;;;x;;;;
NIGHT_ADJUSTER;夜战;Nuit;Nacht;;Noche;;;;;;;;;x;;;;
FORT_ADJUSTER;要塞;Fort;Fort;;Fuerte;;;;;;;;;x;;;;
RIVER_ADJUSTER;河流;Fleuve;Fluss;;R韔;;;;;;;;;x;;;;
AMPH_ADJUSTER;两栖作战;Amphibie;Amphibisch;;Anfibio;;;;;;;;;x;;;;
UA_ATTACK;进攻;Attaque;Angriff;;Ataque;;;;;;;;;x;;;;
UA_DEFENCE;防御;D閒ense;Verteidigung;;Defensa;;;;;;;;;x;;;;
UA_MOVEMENT;移动;Mouvement;Bewegung;;Movimiento;;;;;;;;;x;;;;
UA_ATTRITION;损耗;Attrition;Verlustquote;;El desgaste;;;;;;;;;x;;;;
NUKE_PROD_GAIN_TECH;原子弹生产;Production nucl閍ire;Atomare Prod.;;Producci髇 nuclear;;;;;;;;;x;;;;
ORD_RED;组织度惩罚;P閚alit?d'organisation; Organisationsabzug;; Penalizaci髇 a la organizaci髇;;;;;;;;;x;;;;
ORD_EFF; 效率;Efficacit? Effizienz;; Rendimiento;;;;;;;;;x;;;;
RADAR_IMPACT_TECH;雷达战术效果;Impact du radar sur le combat;Radard-Gefechtseinfluss;;Impacto del radar en combate;;;;;;;;;x;;;;
REPAIR_RATE_TECH;维修速度;Taux de r閜aration;Reparaturgeschwindigkeit;;Velocidad de reparaci髇;;;;;;;;;x;;;;
BOMBER_TARGET_TECH;轰炸目标选择;S閘ection de la cible du bombardier;Bomber-Zielauswahl;;Selecci髇 de objetivos de bombardero;;;;;;;;;x;;;;
FIGHTER_TARGET_TECH;空战目标选择;S閘ection de la cible du chasseur;J鋑er-Zielauswahl;;Selecci髇 de objetivos de caza;;;;;;;;;x;;;;
FRONTLINE_FOCUS_TECH;前线目标集中;Cible ligne de front;Fronttruppen-Hauptziele;;Prioridad de objetivos del frente;;;;;;;;;x;;;;
RESERVE_FOCUS_TECH;后备目标集中;Cible r閟erves;Reserven-Hauptziele;;Prioridad de objetivos de la reserva;;;;;;;;;x;;;;
NAVAL_AIR_TARGET_CHANCE_TECH;海轰目标选择;Probabilit?d'atteinte de la cible par bombardement naval;Marinebombardement - Trefferwahrsch.;;Oportunidad de objetivo de bombardeo naval ;;;;;;;;;x;;;;
CARRIER_CAPACITY;航母舰载机群容量;Taille du groupe a閞ien embarqu?Tr鋑ergeschwader-Gr鲞e;;Portaaviones tama駉 GAE;;;;;;;;;x;;;;
LISTENING_STATION_TECH;允许雷达设施作为监听站工作;Permettre aux installations radar d'op閞er en tant que stations d'閏oute;Radareinr. erm鰃lichen, als Horchposten zu fungieren;;Permitir que los puestos de radar act鷈n como puestos de escucha;;;;;;;;;x;;;;
##################################################;;;;;;;;;;;;;;x;;;;
# Theories and Practicals;;;;;;;;;;;;;;x;;;;
##################################################;;;;;;;;;;;;;;x;;;;
infantry_theory;步兵学说 ;;;;;;;;;;X
infantry_practical;步兵应用 ;;;;;;;;;;X
militia_practical;民兵应用;Connaissances prat. milice;Miliz-Praxis;;Práctica de la milicia;;;;;;;;;x;;;;
mobile_theory;移动机动学;-;-;;-;;;;;;;;;x;;;;
mobile_practical;移动机动应用;Connaissances pratiques de l'unité mobile;Mobile Einheiten-Praxis;;Práctica de la unidad de maniobra;;;;;;;;;x;;;;
artillery_theory;炮兵理论;Théorie de l'artillerie;Artillerie-Theorie;;Teoría de la artillería;;;;;;;;;x;;;;
artillery_practical;炮兵应用;Connaissances pratiques de l'artillerie;Artillerie-Praxis;;Práctica de la artillería;;;;;;;;;x;;;;
rocket_science;火箭科学;Fuséologie;Raketen-Theorie;;Técnica de cohetes;;;;;;;;;x;;;;
rocket_practical;火箭应用;Connaissances pratiques en fuséologie;Raketen-Praxis;;Práctica de cohetes;;;;;;;;;x;;;;
naval_engineering;海军工程学;Ing閚ierie navale;Marine-Ingenieurswesen;;Ingenier韆 naval;;;;;;;;;x;;;;
destroyer_practical;大型船舶应用;Petit Navire Pratique;Kleines Schiff Praktische;;Barco Peque?o Práctico;;;;;;;;;x;;;;
cruiser_practical;小型船舶应用;Grand Navire Pratique;Gro?es Schiff Praktische;;Gran Nave Práctico;;;;;;;;;x;;;;
capitalship_practical;-;-;-;;-;;;;;;;;;x;;;;
carrier_practical;航母应用 ;;;;;;;;;;X
submarine_engineering;潜艇工程学;Ing閚ierie sous-marine;U-Boot-Ingenieurswesen;;Ingenier韆 submarina;;;;;;;;;x;;;;
submarine_practical;潜艇应用 ;;;;;;;;;;X
electornicegineering_theory;电子工程学 ;;;;;;;;;;X
electornicegineering_practical;电子工程应用 ;;;;;;;;;;X
automotive_theory;装甲学说 ;;;;;;;;;;X
armour_practical;装甲应用 ;;;;;;;;;;X
aeronautic_engineering;航空工程学;Ing閚ierie a閞onautique;Flugingenieurwesen;;Ingenier韆 aeron醬tica;;;;;;;;;x;;;;
single_engine_aircraft_practical;轻型飞机应用;Connaissances pratiques des avions l間ers;Jagdflugzeug-Praxis;;Pr醕tica de aviones ligeros;;;;;;;;;x;;;;
twin_engine_aircraft_practical;重型飞机应用;Connaissances pratiques des avions lourds;Schwere Bomber-Praxis;;Pr醕tica de bombardero pesado;;;;;;;;;x;;;;
four_engine_aircraft_practical;直升机应用;H閘icopt鑢e Pratique;Hubschrauber Praktische;;Helic髉tero Pr醕tico;;;;;;;;;x;;;;
spearhead_theory;现代闪电战学说;Doctrine du moderne blitzkrieg;Modernen Blitzkrieg-Doktrin;;Doctrina de moderna blitzkrieg;;;;;;;;;x;;;;
superior_firepower_theory;优势火力学说;Doctrine de la puissance de feu dominante;Feuer黚erlegenheit-Doktrin;;Doctrina de la potencia de fuego superior;;;;;;;;;x;;;;
grand_battleplan_theory;非对称战争学说;Doctrine du guerre asym閠rique;Asymmetrische Kriegsf黨rung-Doktrin;;Doctrina del guerra asim閠rica;;;;;;;;;x;;;;
human_wave_theory;综合管理;Direction G閚閞ale;General Management;;Gesti髇 General;;;;;;;;;x;;;;
land_doctrine_theory;陆军学说;Th閛rie de la doctrine terrestre;Landdoktrin-Theorie;;Teor韆 de la doctrina de tierra;;;;;;;;;x;;;;
land_doctrine_practical;陆军战斗经验;Exp閞ience en combat terrestre;Bodenkampferfahrung;;Experiencia en combate terrestre;;;;;;;;;x;;;;
naval_doctrine_practical;海军战斗经验;Exp閞ience en combat naval;Seekampferfahrung;;Experiencia en combate naval;;;;;;;;;x;;;;
base_strike_doctrine;远洋作战学说;Doctrine de L'Eau Bleue;Hochsee-Doktrin;;Doctrina del alta mar;;;;;;;;;x;;;;
fleet_in_being_doctrine;近海作战学说;Doctrine du vert d'eau marine;Gr黱-Wasser-Marine-Doktrin;;Doctrina de verde-agua marina;;;;;;;;;x;;;;
sealane_interdiction_doctrine;潜艇战学说;Guerre Sous-marine;U-Boot-Kriegsf黨rung;;La Guerra Submarina;;;;;;;;;x;;;;
air_doctrine_practical;空军战斗经验;Exp閞ience en combat a閞ien;Luftkampferfahrung;;Experiencia en combate a閞eo;;;;;;;;;x;;;;
fighter_focus;战斗机应用;Objectif chasseur;Fokus auf Jagdflugzeuge;;Prioridad de los cazas;;;;;;;;;x;;;;
cas_focus;近空支援应用;Objectif soutien a閞ien rapproch?Fokus auf Luftnahunterst黷zung;;Prioridad del apoyo a閞eo;;;;;;;;;x;;;;
tac_focus;轰炸机应用;Objectif bombardier;Fokus auf bomberen;;Prioridad del bombardero;;;;;;;;;x;;;;
nav_focus;海军航空应用;Objectif aviation navale;Fokus auf Marineflieger;;Prioridad de la aviaci髇 naval;;;;;;;;;x;;;;
strategic_air_focus;-;-;-;;-;;;;;;;;;x;;;;
mechanicalengineering_theory;机械工程学;G閚ie m閏anique;Maschinenbau;;Ingenier韆 mec醤ica;;;;;;;;;x;;;;
chemical_engineering;能源材料工程学;G閚ie des Mat閞iaux et de L'蒼ergie;Material und Energietechnik;;Ingenier韆 de Materiales y Energ韆;;;;;;;;;x;;;;
jetengine_theory;-;-;-;;-;;;;;;;;;x;;;;
jetengine_practical;-;-;-;;-;;;;;;;;;x;;;;
nuclear_physics;核能工程学;Physique nucl閍ire;Atomphysik;;F韘ica nuclear;;;;;;;;;x;;;;
nuclear_bomb;核能应用;Fabrication de bombe nucl閍ire;Atombombenherstellung;;Producci髇 de bomba nuclear;;;;;;;;;x;;;;
transport_practical;运输船应用;Connaissances pratiques des transports;Transport-Praxis;;Pr醕tica del transporte;;;;;;;;;x;;;;
##################################################;;;;;;;;;;;;;;x;;;;
# Folders;;;;;;;;;;;;;;x;;;;
##################################################;;;;;;;;;;;;;;x;;;;
infantry_folder;步兵;Infanterie;Infanterie;;Infanter韆;;;;;;;;;x;;;;
armour_folder;装甲;Blindage;Panzer;;Blindaje;;;;;;;;;x;;;;
smallship_folder;舰载武器;Petits navires;Kleinschiffe;;Buques ligeros;;;;;;;;;x;;;;
capitalship_folder;军用舰船;Navires capitaux;Gro遱chiffe;;Grandes unidades;;;;;;;;;x;;;;
bomber_folder;机载武器;Gros Avions;Gro遝 Flugzeuge;;Aeronaves de Gran Tama駉;;;;;;;;;x;;;;
fighter_folder;军用飞机;Chasseurs;J鋑er;;Cazas;;;;;;;;;x;;;;
industry_folder;工业;Industrie;Industrie;;Industria;;;;;;;;;x;;;;
secretweapon_folder;秘密武器;Armes secr鑤es;Geheimwaffen;;Armas secretas;;;;;;;;;x;;;;
theory_folder;理论学说;Th閛ries;Theorien;;Teor韆s;;;;;;;;;x;;;;
land_doctrine_folder;陆军学说;Doctrine terrestre;Landdoktrin;;Doctrina de tierra;;;;;;;;;x;;;;
naval_doctrine_folder;海军学说;Doctrine navale;Marinedoktrin;;Doctrina naval;;;;;;;;;x;;;;
air_doctrine_folder;空军学说;Doctrine a閞ienne;Luftdoktrin;;Doctrina a閞ea;;;;;;;;;x;;;;
##################################################;;;;;;;;;;;;;;x;;;;
# Top Buttons;;;;;;;;;;;;;;x;;;;
##################################################;;;;;;;;;;;;;;x;;;;
TECH_INFANTRY;步兵;Infanterie;Infanterie;;Infanter韆;;;;;;;;;x;;;;
TECH_ARMOUR;装甲;Blind閟;Panzer;;Blindaje;;;;;;;;;x;;;;
TECH_ESCORTS;轻型舰船;Petits navires;Kleinschiffe;;Buques ligeros;;;;;;;;;x;;;;
TECH_CAPITAL;主力舰船;Navires capitaux;Gro遱chiffe;;Grandes unidades;;;;;;;;;x;;;;
TECH_BOMBER;大型飞机;Gros Avions;Gro遝 Flugzeuge;;Aeronaves de Gran Tama駉;;;;;;;;;x;;;;
TECH_FIGHTER;战斗机;Chasseur;J鋑er;;Caza;;;;;;;;;x;;;;
TECH_INDUSTRY;工业;Industrie;Industrie;;Industria;;;;;;;;;x;;;;
TECH_SECRET;秘密武器;Secret;Geheim;;Secreto;;;;;;;;;x;;;;
TECH_THEORY;理论学说;Th閛rie;Theorie;;Teor韆;;;;;;;;;x;;;;
TECH_LAND;陆军学说;Terrestre;Land;;Tierra;;;;;;;;;x;;;;
TECH_NAVAL;海军学说;Naval;See;;Naval;;;;;;;;;x;;;;
TECH_AIR;空军学说;A閞ien;Luft;;A閞eos;;;;;;;;;x;;;;
##################################################;;;;;;;;;;;;;;x;x,,,;;;
# Theoretical Research;;;;;;;;;;;;;;x;x,,,;;;
##################################################;;;;;;;;;;;;;;x;x,,;;;
naval_engineering_research;海军工程研究;;;;;;;;;;X
submarine_engineering_research;潜艇工程研究;;;;;;;;;;X
aeronautic_engineering_research;航空工程研究;;;;;;;;;;X
rocket_science_research;火箭技术研究;;;;;;;;;;X
chemical_engineering_research;化学工程研究;;;;;;;;;;X
nuclear_physics_research;核物理学研究;;;;;;;;;;X
jetengine_research;直升机研究;;;;;;;;;;X
mechanicalengineering_research;机械工程研究;;;;;;;;;;X
automotive_research;自动化研究;;;;;;;;;;X
electornicegineering_research;电子工程研究;;;;;;;;;;X
artillery_research;炮兵研究;;;;;;;;;;X
mobile_research;机动作战研究;;;;;;;;;;X
militia_research;民兵作战研究;;;;;;;;;;X
infantry_research;步兵作战研究;;;;;;;;;;X
naval_engineering_research_desc;海军工程理论是为我们的舰船研究新的技术的必要因素。一般而言这将随着具\n体科学的发展而提升。然而，如果我们在这一领域成立科研小组，他们的研究\n将提升我们的理论并加快其他研究项目。;;;;;;;;;;X
submarine_engineering_research_desc;潜艇工程理论是为我们的潜艇研究新的技术的必要因素。一般而言这将随着具\n体科学的发展而提升。然而，如果我们在这一领域成立科研小组，他们的研究\n将提升我们的理论并加快其他研究项目。;;;;;;;;;;X
aeronautic_engineering_research_desc;航空工程理论是为我们的飞机研究新的技术的必要因素。一般而言这将随着具\n体科学的发展而提升。然而，如果我们在这一领域成立科研小组，他们的研究\n将提升我们的理论并加快其他研究项目。;;;;;;;;;;X
rocket_science_research_desc;火箭技术是必要的如果对任何部队想要使用火箭无论用作武器还是推进。一般\n而言这将随着具体科学的发展而提升。然而，如果我们在这一领域成立科研小\n组，他们的研究将提升我们的理论并加快其他研究项目。;;;;;;;;;;X
chemical_engineering_research_desc;化学工程是必要的对于开发新材料，武器和工业。一般而言这将随着具体科学\n的发展而提升。然而，如果我们在这一领域成立科研小组，他们的研究将提升\n我们的理论并加快其他研究项目。;;;;;;;;;;X
nuclear_physics_research_desc;核理论是艰巨的科学领域，如果我们希望在军事上应用则应尽我们所能发展核\n技术。一般而言这将随着具体科学的发展而提升。然而，如果我们在这一领域\n成立科研小组，他们的研究将提升我们的理论并加快其他研究项目。;;;;;;;;;;X
jetengine_research_desc;开发喷气引擎前景是诱人的。然而，除非我们有足够的经验来建立原型我们就\n可以提升这方面的理论通过在这方面调查的理论。这将提升任何应用喷气引擎\n的研究项目。;;;;;;;;;;X
mechanicalengineering_research_desc;机械工程理论是发展新的工业设备，车辆和发动机的关键。一般而言这将随着\n具体科学的发展而提升。然而，如果我们在这一领域成立科研小组，他们的研\n究将提升我们的理论并加快其他研究项目。;;;;;;;;;;X
automotive_research_desc;汽车理论是发展关于坦克和装甲部队的新技术的关键。一般而言这将随着具体\n科学的发展而提升。然而，如果我们在这一领域成立科研小组，他们的研究将\n提升我们的理论并加快其他研究项目。;;;;;;;;;;X
electornicegineering_research_desc;电气和电子工程理论开始变得重要在通讯，雷达，和很多其他组成部分。一般\n而言这将随着具体科学的发展而提升。然而，如果我们在这一领域成立科研小\n组，他们的研究将提升我们的理论并加快其他研究项目。;;;;;;;;;;X
artillery_research_desc;炮兵理论是为部队开发重武器的关键。一般而言这将随着具体科学的发展而提\n升。然而，如果我们在这一领域成立科研小组，他们的研究将提升我们的理论\n并加快其他研究项目。;;;;;;;;;;X
mobile_research_desc;机动作战理论是为轻型及机动部队发展新技术的关键。一般而言这将随着具体\n科学的发展而提升。然而，如果我们在这一领域成立科研小组，他们的研究将\n提升我们的理论并加快其他研究项目。;;;;;;;;;;X
militia_research_desc;民兵理论是为轻型部队例如民兵和卫戎开发新式武器装备的关键。一般而言这\n将随着具体科学的发展而提升。然而，如果我们在这一领域成立科研小组，他\n们的研究将提升我们的理论并加快其他研究项目。;;;;;;;;;;X
infantry_research_desc;步兵理论是为步兵旅发展新式武器装备的关键。一般而言这将随着具体科学的\n发展而提升。然而，如果我们在这一领域成立科研小组，他们的研究将提升我\n们的理论并加快其他研究项目。;;;;;;;;;;X
##################################################;;;;;;;;;;x;;;;;;;;
# Buliding Names;;;;;;;;;;x;;;;;;;;
##################################################;;;;;;;;;;x;;;;;;;;
air_base;AB空军基地;;;;;;;;;;X
naval_base;NB海军基地;;;;;;;;;;X
industry;IC工厂;;;;;;;;;;X
costal_fort;CF海岸要塞;;;;;;;;;;X
land_fort;LF陆上要塞;;;;;;;;;;X
anti_air;AG防空火炮;;;;;;;;;;X
infra;IF基础设施;;;;;;;;;;X
radar_station;RS雷达站;;;;;;;;;;X
nuclear_reactor;NT核试验场;;;;;;;;;;X
rocket_test;SL卫星发射基地;;;;;;;;;;X
air_base_short;空军基地;;;;;;;;;;X
naval_base_short;海军基地;;;;;;;;;;X
industry_short;工厂;;;;;;;;;;X
coastal_fort_short;海岸要塞;;;;;;;;;;X
land_fort_short;要塞;;;;;;;;;;X
anti_air_short;防空;;;;;;;;;;X
infra_short;基础设施;;;;;;;;;;X
radar_station_short;雷达;;;;;;;;;;X
nuclear_reactor_short;核试验场;;;;;;;;;;X
rocket_test_short;卫星发射基地;;;;;;;;;;X
;;;;;;;;;;;;;;;;;;
##################################################;;;;;;;;;;;;;;;x;;;
# Theoretical Research;;;;;;;;;;;;;;;x;;;
##################################################;;;;;;;;;;;;;;;x;;;
naval_engineering_research;海军工程研究;;;;;;;;;;X
submarine_engineering_research;潜艇工程研究;;;;;;;;;;X
aeronautic_engineering_research;航空工程研究;;;;;;;;;;X
rocket_science_research;火箭技术研究;;;;;;;;;;X
chemical_engineering_research;化学工程研究;;;;;;;;;;X
nuclear_physics_research;核物理学研究;;;;;;;;;;X
jetengine_research;喷气引擎研究;;;;;;;;;;X
mechanicalengineering_research;机械工程研究;;;;;;;;;;X
automotive_research;自动化研究;;;;;;;;;;X
electornicegineering_research;电子工程研究;;;;;;;;;;X
artillery_research;炮兵作战研究;;;;;;;;;;X
