LENDACCEPT_SETUP;当一个国家同意给你工业援助.;;;;;;;;;;X
LENDACCEPT_HEADER;$minister_of_foreign$报告;;;;;;;;;;X
LENDACCEPT_1;同意工业援助!;;;;;;;;;;X
LENDACCEPT_2;$MONARCHTITLE$;;;;;;;;;;X
LENDACCEPT_3;$RECIPIENT$;;;;;;;;;;X
LENDACCEPT_4;同意;;;;;;;;;;X
LENDACCEPT_5;向我们提供工业援助.;;;;;;;;;;X
LENDACCEPT_6;*;;;;;;;;;;X
LENDACCEPT_LOG;$RECIPIENT$同意向我们提供工业援助.;;;;;;;;;;X
LENDACCEPT_BTN1;好的;;;;;;;;;;X
LENDACCEPT_BTN2;好的;;;;;;;;;;X
LENDACCEPT_BTN3;转到;;;;;;;;;;X
LENDACCEPT_MAP;*;;;;;;;;;;X
LENDREVOKE_SETUP;当一个国家取消工业援助.;;;;;;;;;;X
LENDREVOKE_HEADER;$minister_of_foreign$报告;;;;;;;;;;X
LENDREVOKE_1;取消工业援助!;;;;;;;;;;X
LENDREVOKE_2;$MONARCHTITLE$;;;;;;;;;;X
LENDREVOKE_3;$RECIPIENT$;;;;;;;;;;X
LENDREVOKE_4;取消了;;;;;;;;;;X
LENDREVOKE_5;给我国的工业援助.;;;;;;;;;;X
LENDREVOKE_6;我们现在只能自力更生了.;;;;;;;;;;X
LENDREVOKE_LOG;$RECIPIENT$取消了给我国的工业援助.;;;;;;;;;;X
LENDREVOKE_BTN1;好的;;;;;;;;;;X
LENDREVOKE_BTN2;好的;;;;;;;;;;X
LENDREVOKE_BTN3;转到;;;;;;;;;;X
LENDREVOKE_MAP;*;;;;;;;;;;X
